"Date","Google","bing","Yahoo!","Baidu","YANDEX","YANDEX RU","Ask Jeeves","DuckDuckGo","Naver","AOL","Haosou","Sogou","Babylon","Shenma","Seznam","Conduit","MSN","Mail.ru","Ecosia","Webcrawler","Daum","CocCoc","StartPagina (Google)","AVG Search","SweetIM","Windows Live","Other"
2019-11,92.95,2.31,1.6,0.85,0.54,0.55,0,0.41,0.1,0,0.04,0.25,0,0.1,0.02,0,0.03,0.03,0.13,0,0.01,0.02,0,0,0,0,0.05
2019-12,92.71,2.32,1.59,1.06,0.5,0.56,0,0.43,0.11,0,0.03,0.29,0,0.11,0.02,0,0.02,0.03,0.13,0,0.01,0.02,0,0,0,0,0.05
2020-01,92.51,2.45,1.64,1.1,0.38,0.54,0,0.44,0.08,0,0.03,0.44,0,0.08,0.03,0,0.02,0.03,0.14,0,0.01,0.02,0,0,0,0,0.06
2020-02,92.07,2.44,1.62,1.49,0.4,0.54,0.01,0.42,0.13,0,0.06,0.43,0,0.1,0.03,0,0.02,0.03,0.13,0,0.01,0.02,0,0,0,0,0.05
2020-03,91.98,2.55,1.66,1.44,0.45,0.52,0,0.41,0.22,0,0.07,0.29,0,0.09,0.03,0,0.02,0.03,0.14,0,0.01,0.02,0,0,0,0,0.05
2020-04,91.89,2.79,1.87,1.1,0.44,0.54,0,0.45,0.12,0,0.14,0.29,0,0.05,0.03,0,0.02,0.03,0.15,0,0.01,0.02,0,0,0,0,0.05
2020-05,92.06,2.61,1.79,1.16,0.56,0.52,0,0.47,0.14,0,0.06,0.28,0,0.04,0.04,0,0.03,0.02,0.14,0,0.01,0.02,0,0,0,0,0.05
2020-06,91.75,2.75,1.7,1.02,0.92,0.47,0,0.49,0.15,0,0.05,0.33,0,0.04,0.05,0,0.05,0.02,0.12,0,0.01,0.02,0,0,0,0,0.05
2020-07,92.17,2.78,1.6,0.92,0.85,0.44,0,0.5,0.1,0,0.05,0.22,0,0.04,0.04,0,0.06,0.02,0.11,0,0.01,0.02,0,0,0,0,0.05
2020-08,92.05,2.83,1.65,0.98,0.76,0.42,0,0.53,0.16,0,0.05,0.23,0,0.03,0.04,0,0.04,0.01,0.11,0,0.02,0.03,0,0,0,0,0.05
2020-09,92.27,2.83,1.58,1.14,0.5,0.43,0,0.5,0.17,0,0.05,0.2,0,0.03,0.03,0,0.03,0.02,0.11,0,0.03,0.02,0,0,0,0,0.05
